no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,no_of_special_requests,booking_status
2,1,0,2,Meal Plan 1,0,Room_Type 2,2018,11,18,Online,0,0,0,3,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2017,9,15,Online,0,0,0,0,Not_Canceled
2,0,2,4,Meal Plan 1,0,Room_Type 1,2018,11,13,Online,0,0,0,1,Not_Canceled
2,0,1,2,Not Selected,0,Room_Type 1,2018,8,5,Offline,0,0,0,0,Not_Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,2018,6,20,Online,0,0,0,0,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,2018,4,23,Offline,0,0,0,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2017,10,5,Online,0,0,0,1,Not_Canceled
2,0,2,2,Not Selected,0,Room_Type 1,2018,5,13,Online,0,0,0,1,Not_Canceled
1,0,0,4,Meal Plan 1,0,Room_Type 1,2018,7,6,Online,0,0,0,1,Not_Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 1,2018,7,25,Online,0,0,0,1,Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 4,2018,9,17,Online,0,0,0,2,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2018,5,20,Offline,0,0,0,0,Canceled
2,2,0,2,Meal Plan 1,0,Room_Type 1,2018,12,8,Online,0,0,0,1,Not_Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 4,2018,11,6,Offline,0,0,0,1,Not_Canceled
1,0,0,2,Meal Plan 2,0,Room_Type 1,2017,9,18,Offline,0,0,0,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 4,2018,9,30,Online,0,0,0,1,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,2018,2,28,Offline,0,0,0,0,Not_Canceled
2,1,1,2,Meal Plan 1,0,Room_Type 1,2018,10,24,Online,0,0,0,1,Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,2018,8,30,Online,0,0,0,2,Not_Canceled
1,0,0,1,Meal Plan 1,1,Room_Type 1,2018,6,22,Corporate,1,0,7,1,Not_Canceled
2,0,2,2,Not Selected,0,Room_Type 1,2018,7,17,Online,0,0,0,0,Canceled
2,0,1,2,Not Selected,0,Room_Type 1,2018,5,2,Online,0,0,0,0,Canceled
2,1,1,2,Meal Plan 1,0,Room_Type 1,2018,8,5,Online,0,0,0,0,Canceled
2,0,1,2,Not Selected,0,Room_Type 1,2018,12,16,Online,0,0,0,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,6,7,Offline,0,0,0,0,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2018,2,19,Corporate,0,0,0,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,2018,8,18,Online,0,0,0,1,Not_Canceled
1,0,2,4,Meal Plan 1,0,Room_Type 1,2018,1,17,Online,0,0,0,1,Not_Canceled
1,0,0,2,Meal Plan 2,0,Room_Type 1,2017,10,16,Offline,0,0,0,0,Canceled
1,0,1,1,Meal Plan 1,0,Room_Type 1,2018,7,4,Corporate,1,0,4,0,Not_Canceled
2,0,0,3,Not Selected,0,Room_Type 1,2018,7,7,Online,0,0,0,0,Canceled
2,0,2,5,Not Selected,0,Room_Type 1,2018,12,28,Online,0,0,0,2,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2018,11,23,Online,0,0,0,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2018,6,8,Offline,0,0,0,0,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 4,2018,4,16,Online,0,0,0,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,5,10,Offline,0,0,0,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2018,6,24,Offline,0,0,0,0,Not_Canceled
1,0,0,2,Meal Plan 2,0,Room_Type 1,2017,9,22,Offline,0,0,0,0,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,2017,10,16,Offline,0,0,0,0,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2018,11,25,Corporate,0,0,0,0,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 4,2018,9,25,Online,0,0,0,1,Not_Canceled
1,0,1,4,Meal Plan 1,0,Room_Type 1,2017,8,31,Online,0,0,0,1,Not_Canceled
2,0,2,1,Meal Plan 2,0,Room_Type 1,2017,8,29,Offline,0,0,0,0,Canceled
3,0,1,3,Meal Plan 1,0,Room_Type 4,2018,10,17,Online,0,0,0,1,Canceled
2,0,2,5,Not Selected,0,Room_Type 1,2018,8,25,Online,0,0,0,0,Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,2018,1,15,Online,0,0,0,1,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2017,11,20,Offline,0,0,0,0,Not_Canceled
1,0,0,4,Meal Plan 1,0,Room_Type 1,2018,5,18,Offline,0,0,0,0,Not_Canceled
3,0,0,1,Meal Plan 1,0,Room_Type 4,2018,6,4,Online,0,0,0,0,Canceled
3,0,0,2,Meal Plan 1,0,Room_Type 4,2018,6,9,Online,0,0,0,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,5,5,Online,0,0,0,1,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,2018,10,31,Online,0,0,0,0,Canceled
2,0,1,2,Not Selected,0,Room_Type 1,2018,9,23,Online,0,0,0,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2018,9,16,Offline,0,0,0,0,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,2018,5,22,Online,0,0,0,0,Not_Canceled
3,0,0,2,Meal Plan 1,0,Room_Type 4,2018,5,25,Online,0,0,0,2,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2018,8,5,Online,0,0,0,1,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 4,2018,3,26,Online,0,0,0,0,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,2018,6,5,Offline,0,0,0,1,Not_Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 1,2018,10,14,Offline,0,0,0,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,10,12,Offline,0,0,0,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2018,6,30,Online,0,0,0,1,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2018,10,14,Offline,0,0,0,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2018,6,8,Offline,0,0,0,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2018,1,25,Corporate,0,0,0,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2018,8,30,Corporate,0,0,0,0,Canceled
2,0,1,0,Not Selected,0,Room_Type 1,2017,8,10,Online,0,0,0,0,Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 4,2017,8,23,Online,0,0,0,1,Not_Canceled
1,0,0,4,Meal Plan 1,0,Room_Type 4,2018,12,27,Online,0,0,0,2,Not_Canceled
2,1,0,3,Meal Plan 1,0,Room_Type 6,2018,12,8,Online,0,0,0,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2018,9,15,Offline,0,0,0,0,Canceled
3,0,0,4,Meal Plan 1,0,Room_Type 4,2018,8,16,Online,0,0,0,3,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2018,11,17,Online,0,0,0,2,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2017,10,8,Corporate,0,0,0,0,Canceled
3,0,2,3,Meal Plan 1,0,Room_Type 4,2018,7,8,Online,0,0,0,2,Not_Canceled
2,0,0,1,Meal Plan 1,1,Room_Type 1,2018,4,13,Online,0,0,0,0,Not_Canceled
2,0,0,1,Meal Plan 2,0,Room_Type 1,2018,4,6,Offline,0,0,0,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2018,9,5,Offline,0,0,0,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2017,8,5,Corporate,0,0,0,0,Not_Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,2018,9,25,Online,0,0,0,0,Not_Canceled
0,2,0,4,Meal Plan 1,0,Room_Type 2,2018,11,30,Online,0,0,0,0,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2018,9,17,Offline,0,0,0,2,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,2017,9,30,Offline,0,0,0,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2017,11,20,Offline,0,0,0,0,Not_Canceled
2,0,2,3,Meal Plan 1,1,Room_Type 1,2018,8,14,Online,0,0,0,1,Canceled
2,1,2,1,Meal Plan 1,0,Room_Type 4,2018,3,19,Online,0,0,0,2,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2018,5,5,Online,0,0,0,0,Canceled
2,0,2,3,Not Selected,0,Room_Type 1,2018,2,21,Online,0,0,0,0,Not_Canceled
1,2,1,1,Meal Plan 1,0,Room_Type 4,2018,7,23,Online,0,0,0,0,Not_Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 1,2018,8,8,Offline,0,0,0,0,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 4,2018,12,28,Online,0,0,0,2,Not_Canceled
2,0,2,5,Not Selected,0,Room_Type 1,2018,7,4,Online,0,0,0,0,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,2018,3,23,Online,0,0,0,1,Not_Canceled
1,0,2,3,Meal Plan 1,0,Room_Type 1,2018,10,16,Offline,0,0,0,0,Not_Canceled
2,0,1,1,Meal Plan 2,0,Room_Type 1,2018,6,6,Offline,0,0,0,1,Canceled
2,0,1,0,Not Selected,0,Room_Type 1,2018,10,9,Online,0,0,0,1,Canceled
4,0,0,1,Meal Plan 1,0,Room_Type 4,2018,4,13,Online,0,0,0,2,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,2017,10,23,Online,0,0,0,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2018,11,18,Online,0,0,0,2,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 4,2018,7,21,Online,0,0,0,2,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,1,14,Offline,0,0,0,0,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 4,2017,11,18,Offline,0,0,0,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,1,7,Online,0,0,0,0,Not_Canceled
2,0,2,4,Meal Plan 1,0,Room_Type 1,2017,12,30,Offline,0,0,0,0,Not_Canceled
2,0,0,1,Not Selected,1,Room_Type 1,2017,12,11,Online,0,0,0,0,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,2017,7,21,Online,0,0,0,0,Canceled
3,0,2,3,Meal Plan 1,0,Room_Type 4,2017,10,18,Offline,0,0,0,1,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,2018,4,7,Online,0,0,0,1,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 4,2018,9,4,Online,0,0,0,0,Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,2018,8,28,Online,0,0,0,0,Not_Canceled
1,0,1,1,Meal Plan 1,0,Room_Type 1,2018,12,3,Online,0,0,0,0,Canceled
3,0,2,3,Meal Plan 1,0,Room_Type 4,2018,11,27,Online,0,0,0,1,Canceled
4,0,0,3,Meal Plan 1,0,Room_Type 7,2018,8,24,Online,0,0,0,1,Not_Canceled
2,0,0,2,Meal Plan 1,1,Room_Type 4,2017,12,11,Online,0,0,0,0,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,2018,9,24,Online,0,0,0,2,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2018,8,5,Online,0,0,0,1,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2018,11,10,Online,0,0,0,0,Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 1,2018,8,2,Online,0,0,0,0,Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,2017,8,24,Online,0,0,0,2,Not_Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,2018,6,26,Online,0,0,0,1,Not_Canceled
1,0,0,3,Not Selected,0,Room_Type 1,2018,6,29,Online,0,0,0,1,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,2018,10,3,Offline,0,0,0,0,Canceled
1,0,2,2,Not Selected,0,Room_Type 1,2018,11,6,Online,0,0,0,1,Not_Canceled
1,0,2,1,Meal Plan 1,0,Room_Type 1,2018,2,28,Offline,0,0,0,0,Canceled
1,0,0,2,Meal Plan 2,0,Room_Type 1,2018,8,18,Offline,0,0,0,0,Not_Canceled
2,0,2,6,Meal Plan 1,0,Room_Type 4,2018,9,10,Online,0,0,0,2,Not_Canceled
2,2,0,1,Meal Plan 1,1,Room_Type 6,2018,8,6,Online,0,0,0,1,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,2018,11,16,Offline,0,0,0,0,Not_Canceled
2,0,2,0,Meal Plan 1,0,Room_Type 2,2018,1,17,Online,0,0,0,0,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,2018,6,4,Offline,0,0,0,0,Canceled
2,0,0,1,Meal Plan 2,0,Room_Type 1,2017,9,30,Offline,0,0,0,0,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 4,2018,7,30,Online,0,0,0,1,Canceled
2,0,1,1,Not Selected,0,Room_Type 1,2018,3,5,Online,0,0,0,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,2,17,Offline,0,0,0,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2017,9,23,Online,0,0,0,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,10,12,Offline,0,0,0,0,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2018,1,28,Corporate,0,0,0,0,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,2018,6,14,Offline,0,0,0,0,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,2017,9,18,Offline,0,0,0,0,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 4,2018,4,10,Online,0,0,0,2,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,2018,10,6,Online,0,0,0,0,Canceled
1,0,2,0,Meal Plan 1,0,Room_Type 4,2018,12,4,Online,0,0,0,2,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,2018,2,12,Online,0,0,0,0,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,2018,6,14,Offline,0,0,0,0,Not_Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 1,2018,3,19,Offline,0,0,0,2,Not_Canceled
2,1,2,1,Meal Plan 1,0,Room_Type 1,2018,6,26,Offline,0,0,0,1,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2018,2,19,Online,0,0,0,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,8,18,Offline,0,0,0,1,Canceled
2,2,0,1,Not Selected,0,Room_Type 6,2017,10,31,Online,0,0,0,2,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,2017,9,6,Online,0,0,0,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2017,9,29,Corporate,0,0,0,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,6,2,Online,0,0,0,0,Canceled
2,0,0,3,Meal Plan 2,0,Room_Type 1,2017,9,23,Offline,0,0,0,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2018,9,19,Offline,0,0,0,0,Canceled
2,0,0,2,Meal Plan 1,1,Room_Type 4,2018,1,22,Online,0,0,0,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2018,11,14,Offline,0,0,0,0,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,2018,4,19,Online,0,0,0,0,Not_Canceled
3,0,0,1,Meal Plan 1,0,Room_Type 1,2018,3,31,Offline,0,0,0,1,Not_Canceled
2,0,2,1,Not Selected,0,Room_Type 1,2018,8,21,Online,0,0,0,1,Not_Canceled
3,0,0,1,Meal Plan 1,0,Room_Type 4,2018,7,9,Online,0,0,0,2,Not_Canceled
2,0,1,3,Not Selected,0,Room_Type 1,2018,3,28,Online,0,0,0,1,Canceled
2,0,2,0,Meal Plan 2,0,Room_Type 1,2018,10,30,Offline,0,0,0,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2018,11,4,Online,0,0,0,0,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 4,2017,10,15,Online,0,0,0,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2018,5,17,Corporate,0,0,0,1,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,2018,8,26,Online,0,0,0,0,Canceled
2,1,0,4,Meal Plan 1,0,Room_Type 1,2018,2,23,Online,0,0,0,2,Not_Canceled
3,0,1,2,Meal Plan 1,0,Room_Type 4,2018,4,1,Online,0,0,0,1,Not_Canceled
1,0,0,1,Not Selected,0,Room_Type 1,2018,9,7,Online,1,0,1,1,Not_Canceled
2,0,1,0,Not Selected,0,Room_Type 1,2018,3,21,Online,0,0,0,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2018,5,4,Corporate,1,0,1,0,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 4,2018,5,13,Online,0,0,0,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2018,9,19,Offline,0,0,0,0,Canceled
2,0,1,1,Not Selected,0,Room_Type 1,2018,7,2,Online,0,0,0,0,Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 4,2018,4,7,Offline,0,0,0,0,Not_Canceled
2,1,1,1,Meal Plan 1,0,Room_Type 1,2018,8,15,Online,0,0,0,3,Not_Canceled
1,0,0,4,Meal Plan 1,0,Room_Type 1,2017,11,10,Offline,0,0,0,1,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,2018,10,16,Online,0,0,0,2,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,2018,9,13,Offline,0,0,0,1,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,2017,10,9,Offline,0,0,0,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2018,10,6,Online,0,0,0,1,Not_Canceled
2,0,1,1,Not Selected,0,Room_Type 1,2018,12,5,Online,0,0,0,2,Not_Canceled
2,0,0,0,Not Selected,0,Room_Type 1,2018,1,8,Online,0,0,0,1,Not_Canceled
3,0,2,3,Meal Plan 1,0,Room_Type 4,2018,7,7,Online,0,0,0,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,12,8,Online,0,0,0,1,Not_Canceled
2,2,2,1,Meal Plan 1,0,Room_Type 6,2018,3,27,Online,0,0,0,2,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,2017,8,14,Offline,0,0,0,0,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,2018,10,13,Offline,0,0,0,0,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,2017,8,9,Online,0,0,0,2,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2018,10,25,Offline,0,0,0,0,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 4,2017,11,8,Offline,0,0,0,1,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,2018,3,3,Online,0,0,0,1,Not_Canceled
2,0,2,0,Meal Plan 1,0,Room_Type 1,2018,6,12,Online,0,0,0,1,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,2018,8,19,Offline,0,0,0,0,Canceled
2,0,0,1,Not Selected,0,Room_Type 1,2018,4,19,Online,0,0,0,0,Not_Canceled
3,0,2,2,Meal Plan 1,0,Room_Type 4,2018,7,2,Online,0,0,0,1,Not_Canceled
2,2,0,2,Meal Plan 1,0,Room_Type 6,2018,7,14,Online,0,0,0,0,Canceled
1,0,0,2,Meal Plan 2,0,Room_Type 1,2017,8,14,Offline,0,0,0,0,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,2018,10,13,Offline,0,0,0,0,Not_Canceled
2,0,2,4,Meal Plan 1,0,Room_Type 1,2018,7,24,Online,0,0,0,2,Not_Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,2018,9,11,Online,0,0,0,0,Canceled
2,0,1,3,Not Selected,0,Room_Type 1,2018,5,9,Online,0,0,0,1,Not_Canceled
2,0,2,4,Meal Plan 1,0,Room_Type 4,2018,7,2,Online,0,0,0,1,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2018,12,6,Online,0,0,0,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2018,3,4,Offline,0,0,0,1,Not_Canceled
3,0,3,5,Meal Plan 1,1,Room_Type 1,2018,8,21,Offline,0,0,0,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,2017,10,15,Online,0,0,0,1,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2018,12,1,Online,0,0,0,1,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2017,12,9,Corporate,0,0,0,0,Not_Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 5,2018,4,30,Online,0,0,0,0,Not_Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,2018,10,3,Corporate,0,0,0,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2018,12,3,Online,0,0,0,0,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,2017,8,14,Offline,0,0,0,0,Not_Canceled
2,1,2,5,Meal Plan 1,0,Room_Type 1,2018,7,13,Online,0,0,0,2,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,2018,5,12,Offline,0,0,0,0,Canceled
1,0,2,5,Meal Plan 1,0,Room_Type 4,2018,4,10,Online,0,0,0,1,Canceled
2,1,2,1,Meal Plan 1,0,Room_Type 1,2018,4,16,Online,0,0,0,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2017,9,16,Online,0,0,0,0,Not_Canceled
2,0,1,1,Meal Plan 1,1,Room_Type 1,2018,8,8,Online,0,0,0,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,6,28,Offline,0,0,0,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2018,4,25,Online,0,0,0,1,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 4,2018,8,6,Offline,0,0,0,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2018,3,18,Offline,0,0,0,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 4,2018,12,30,Online,0,0,0,1,Not_Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 4,2018,5,13,Online,0,0,0,1,Not_Canceled
3,0,2,1,Meal Plan 1,0,Room_Type 1,2018,3,13,Offline,0,0,0,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2018,9,19,Offline,0,0,0,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,6,30,Online,0,0,0,1,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2018,11,24,Offline,0,0,0,0,Not_Canceled
2,0,1,2,Meal Plan 2,0,Room_Type 1,2018,5,13,Offline,0,0,0,0,Canceled
1,0,2,1,Meal Plan 1,0,Room_Type 1,2018,3,19,Offline,0,0,0,0,Not_Canceled
2,0,2,0,Meal Plan 1,0,Room_Type 4,2018,7,31,Online,0,0,0,1,Not_Canceled
2,0,2,1,Meal Plan 2,0,Room_Type 1,2017,8,22,Offline,0,0,0,0,Not_Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,2018,4,25,Corporate,1,0,1,0,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,2018,4,8,Offline,0,0,0,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2018,9,13,Corporate,0,0,0,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,9,1,Online,0,0,0,1,Not_Canceled
2,0,2,1,Not Selected,0,Room_Type 1,2018,6,12,Online,0,0,0,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2018,12,9,Offline,0,0,0,0,Not_Canceled
1,0,1,4,Meal Plan 2,0,Room_Type 4,2018,3,14,Offline,0,0,0,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 2,2018,2,13,Online,0,0,0,0,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,2018,12,3,Online,0,0,0,1,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2018,7,23,Online,0,0,0,0,Not_Canceled
3,0,1,4,Meal Plan 1,0,Room_Type 1,2018,5,9,Online,0,0,0,0,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2018,8,31,Online,0,0,0,0,Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 1,2017,10,5,Online,0,0,0,2,Not_Canceled
2,2,0,1,Meal Plan 1,0,Room_Type 6,2018,12,3,Online,0,0,0,0,Not_Canceled
1,0,1,5,Meal Plan 1,0,Room_Type 4,2018,11,15,Online,0,0,0,1,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 4,2018,4,2,Online,0,0,0,1,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2018,1,19,Online,0,0,0,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 2,2017,12,4,Online,0,0,0,1,Not_Canceled
1,0,1,1,Meal Plan 1,0,Room_Type 1,2018,4,9,Offline,0,0,0,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,3,24,Online,0,0,0,0,Not_Canceled
2,2,0,1,Meal Plan 1,0,Room_Type 6,2018,12,28,Online,0,0,0,0,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,2018,5,11,Offline,0,0,0,0,Not_Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 1,2018,6,6,Offline,0,0,0,0,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,2018,10,9,Online,0,0,0,1,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2018,2,9,Online,0,0,0,1,Not_Canceled
2,0,1,2,Not Selected,0,Room_Type 1,2018,12,16,Online,0,0,0,0,Canceled
1,0,1,3,Meal Plan 1,0,Room_Type 1,2018,12,19,Corporate,1,1,7,1,Not_Canceled
2,0,2,4,Meal Plan 2,0,Room_Type 1,2017,9,9,Offline,0,0,0,1,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2018,4,19,Online,0,0,0,0,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,2017,11,14,Online,0,0,0,1,Not_Canceled
2,0,1,2,Not Selected,1,Room_Type 1,2018,8,8,Online,0,0,0,2,Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,2017,8,16,Online,0,0,0,0,Not_Canceled
